Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Offloading Decision,Bandwidth
1581394131,1411,0,1,1,0,1,222,220,1787,14.32414376,1,10353
1581396654,1412,0,0,1,1,1,237,228,1830,46.83325665,1,13965
1581399177,1413,0,1,0,1,0,226,218,1549,44.45526855,0,27536
1581401700,1414,1,0,0,0,1,232,231,1735,49.17905554,0,46190
1581404223,1415,1,0,1,0,1,221,213,1922,81.93628596,1,14001
1581406746,1416,0,0,1,0,0,224,216,1707,91.76889328,0,41511
1581409269,1417,1,0,1,1,0,235,228,1706,99.76512586,0,16838
1581411792,1418,0,0,0,1,1,237,231,1980,59.42371174,1,14941
1581414315,1419,0,1,1,1,0,232,227,1921,45.24485378,1,3010
1581416838,1420,0,1,1,1,1,225,220,1921,14.87319103,0,41456
1581419361,1421,0,1,1,0,0,227,222,1668,43.3956398,0,6999
1581421884,1422,0,0,1,0,0,237,230,1709,91.97010601,0,48595
1581424407,1423,1,0,0,1,0,232,227,1706,34.31431374,1,8257
1581426930,1424,1,1,1,0,1,223,219,1924,77.59760719,1,20982
1581429452,1425,1,1,1,0,1,222,213,1650,17.23989645,1,10369
1581431975,1426,1,0,1,0,1,236,236,1724,26.93422183,1,3736
1581434498,1427,0,0,1,0,0,230,223,1717,63.52256422,0,37683
1581437021,1428,0,0,0,0,0,221,215,1608,53.64598154,1,39685
1581439544,1429,1,1,1,0,1,235,229,1801,84.65141008,1,26450
1581442067,1430,0,0,0,1,1,224,222,1519,34.13497708,0,43303
1581444590,1431,0,0,0,0,1,235,229,1533,38.71481586,0,24307
1581447113,1432,0,1,0,0,1,223,223,1769,96.52629511,1,719
1581449636,1433,0,0,0,1,0,230,226,1762,42.41759033,1,36544
1581452159,1434,0,1,1,1,0,220,213,1531,89.27369815,0,24711
1581454682,1435,0,1,0,1,1,220,220,1635,49.58440882,1,37196
1581457205,1436,0,0,1,0,1,223,220,1743,75.90269127,0,5431
1581459728,1437,1,0,0,1,0,229,225,1530,85.33259664,0,20461
1581462251,1438,1,0,0,1,1,230,229,1875,65.86468818,1,23924
1581464773,1439,1,1,0,0,1,220,215,1926,89.86849433,1,47621
1581467296,1440,1,1,1,0,1,227,218,1892,62.48081739,0,12241
1581469819,1441,0,1,0,0,0,220,220,1606,84.2858549,1,7271
1581472342,1442,1,1,1,1,0,230,227,1561,78.62342476,1,41514
1581474865,1443,1,0,1,0,0,220,211,1784,14.12735313,0,11356
1581477388,1444,0,0,1,0,1,221,212,1983,45.87963131,1,34601
1581479911,1445,1,1,0,0,1,230,228,1765,75.79491387,0,48618
1581482434,1446,0,1,1,0,0,230,227,1943,85.00254689,1,36672
1581484957,1447,1,1,1,0,1,236,231,1688,24.98320883,1,31754
1581487480,1448,0,1,0,1,0,236,235,1796,51.77408213,0,46961
1581490003,1449,1,0,0,1,0,234,230,1909,27.48559607,0,21074
1581492526,1450,1,0,1,0,0,233,227,1947,71.47277524,1,15445
1581495049,1451,0,1,0,1,1,229,228,1771,20.98421478,0,21544
1581497572,1452,0,1,1,1,0,233,231,1515,76.95850055,0,14484
1581500095,1453,0,1,0,0,0,226,223,1730,49.76304099,1,5839
1581502617,1454,0,0,1,1,1,239,237,1622,26.5982466,0,22282
1581505140,1455,0,1,0,1,1,234,231,1701,99.86843157,0,19609
1581507663,1456,0,0,1,1,1,223,215,1578,33.96076663,0,12300
1581510186,1457,1,0,1,0,0,220,215,1614,29.95335227,0,17208
1581512709,1458,0,1,1,1,0,229,229,1767,52.00394163,0,37399
1581515232,1459,0,1,0,1,1,225,223,1633,52.96503473,1,35541
1581517755,1460,1,0,0,0,0,229,226,1840,38.95588814,1,2922
1581520278,1461,1,1,0,1,0,227,225,1828,33.31756568,0,31468
1581522801,1462,0,1,1,1,1,239,237,1924,43.13521078,0,8906
1581525324,1463,1,0,0,1,1,231,225,1677,56.13418728,1,12674
1581527847,1464,0,0,0,0,1,227,222,1803,13.0261005,1,8650
1581530370,1465,1,0,0,1,0,224,215,1843,98.55917889,1,46285
1581532893,1466,0,1,1,1,1,238,236,1682,45.30386106,0,45433
1581535416,1467,0,1,1,0,0,233,233,1692,47.11138309,0,25785
1581537938,1468,0,1,0,0,0,238,236,1609,62.06117285,1,15395
1581540461,1469,0,1,1,1,1,229,228,1522,34.38488192,0,15837
1581542984,1470,1,0,0,1,0,232,231,1790,20.30099104,0,43506
1581545507,1471,1,0,0,0,1,238,230,1607,96.89249651,1,45663
1581548030,1472,1,1,0,1,0,236,234,1577,92.98390088,0,36068
1581550553,1473,1,0,1,1,1,230,226,1604,61.5950951,0,5722
1581553076,1474,0,0,1,0,0,228,227,1810,76.69161564,0,5082
1581555599,1475,0,1,0,1,1,239,232,1891,76.04765136,0,11708
1581558122,1476,1,0,1,0,0,230,223,1563,94.28752647,1,29994
1581560645,1477,0,1,1,0,0,231,222,1745,31.5962767,1,4685
1581563168,1478,1,0,1,0,1,233,227,1735,93.54037114,0,44369
1581565691,1479,1,0,1,0,0,232,223,1758,75.6451214,1,24896
1581568214,1480,1,0,0,0,1,221,212,1804,87.58266295,1,19127
1581570737,1481,0,1,1,1,0,233,227,1656,91.39075367,0,46180
1581573260,1482,1,1,0,1,0,234,228,1757,64.53690527,1,7976
1581575782,1483,1,1,1,0,0,224,220,1920,52.29066575,0,20073
1581578305,1484,1,1,0,0,0,226,220,1673,28.3900273,1,44422
1581580828,1485,0,1,1,1,1,234,231,1737,73.36938945,1,11866
1581583351,1486,1,1,0,1,1,228,219,1560,46.10384982,1,22811
1581585874,1487,1,0,0,1,0,232,224,1811,47.35965021,0,1791
1581588397,1488,0,1,0,1,0,231,225,1731,64.86718112,0,9678
1581590920,1489,1,0,0,0,0,230,222,1996,17.28461379,0,12532
1581593443,1490,1,0,1,0,1,237,234,1868,62.7591794,1,9081
1581595966,1491,1,1,0,0,0,221,212,1651,24.76202734,1,18628
1581598489,1492,0,0,1,1,1,232,226,1696,92.44841561,0,4413
1581601012,1493,1,0,1,0,1,233,233,1805,34.44349461,1,12152
1581603535,1494,0,0,1,1,1,225,225,1828,13.31423369,1,38263
1581606058,1495,1,0,1,0,1,226,222,1863,71.84374395,1,14729
1581608581,1496,0,1,1,0,1,223,220,1731,83.2443822,0,17722
1581611103,1497,0,1,0,0,1,232,224,1605,59.95528762,1,33778
1581613626,1498,1,1,1,0,1,232,232,1811,63.23048338,1,2533
1581616149,1499,1,1,0,1,0,232,225,1827,31.05006091,0,4080
1581618672,1500,0,1,1,1,1,224,221,1879,81.63255599,1,22580
1581621195,1501,1,1,0,1,0,231,222,1803,67.73261995,0,47401
1581623718,1502,0,1,1,1,1,220,214,1742,55.34746732,1,2336
1581626241,1503,0,0,1,1,1,224,221,1634,85.06261874,0,48410
1581628764,1504,1,0,1,1,0,224,218,1847,56.01019224,1,27139
1581631287,1505,1,1,1,1,0,232,223,1602,80.78821012,0,44875
1581633810,1506,0,1,0,0,1,239,235,1711,61.56591741,1,20157
1581636333,1507,1,1,0,1,0,229,220,1893,45.6518032,0,48445
1581638856,1508,0,0,0,0,1,230,230,1524,73.03058453,0,32193
1581641379,1509,1,0,1,1,1,227,219,1896,44.59663106,1,17389
1581643902,1510,0,0,0,0,0,225,218,1627,60.10169733,0,29460
1581646424,1511,0,1,0,0,0,235,233,1696,83.69750095,0,3909
1581648947,1512,1,1,1,0,1,235,232,1903,62.4333769,0,44409
1581651470,1513,0,1,0,1,1,235,232,1732,87.873455,0,10674
1581653993,1514,0,0,0,1,0,235,233,1546,13.92611575,0,35041
1581656516,1515,1,1,1,0,0,235,233,1696,52.47052667,1,6029
1581659039,1516,1,0,0,1,1,235,234,1930,66.54721249,0,28945
1581661562,1517,1,0,0,0,1,223,220,1546,33.80206509,0,22428
1581664085,1518,1,0,0,1,1,230,227,1504,66.35004911,1,33735
1581666608,1519,1,0,0,1,0,232,230,1688,71.02965223,0,34803
1581669131,1520,1,0,1,1,1,232,226,1845,20.13745534,1,45845
1581671654,1521,0,0,1,1,0,227,220,1897,66.73871438,1,26351
1581674177,1522,0,0,1,0,1,233,231,1696,34.33388183,1,18147
1581676700,1523,0,0,0,1,0,234,225,1852,14.21982817,0,23135
1581679223,1524,0,0,0,1,0,231,228,1802,55.61886797,1,39824
1581681746,1525,1,0,1,0,0,233,225,1854,19.58504042,1,5270
1581684268,1526,1,0,1,1,1,239,237,1513,89.42610899,1,16100
1581686791,1527,1,0,1,1,1,224,221,1958,91.25537317,1,29742
1581689314,1528,1,1,1,0,0,235,228,1588,64.30991771,1,14842
1581691837,1529,0,1,0,0,1,229,220,1808,66.20345272,1,19620
1581694360,1530,0,1,1,0,0,226,225,1809,24.1454971,0,45081
1581696883,1531,1,0,1,0,0,224,216,1834,11.68158137,0,33283
1581699406,1532,1,0,1,1,0,231,223,1608,82.45398415,0,28691
1581701929,1533,0,1,0,0,1,229,222,1940,12.3440599,1,38415
1581704452,1534,1,0,0,1,0,238,230,1699,52.84959939,1,11796
1581706975,1535,1,0,0,1,0,233,225,1583,10.4544233,0,10210
1581709498,1536,1,0,1,1,1,236,231,1946,35.67203822,0,34642
1581712021,1537,0,0,1,0,0,237,235,1876,58.02752142,1,20795
1581714544,1538,1,0,1,1,0,239,232,1979,32.37380659,1,47278
1581717067,1539,0,1,1,1,0,239,234,1825,76.04919837,0,31695
1581719589,1540,1,1,1,0,0,223,219,1790,26.19640697,1,6896
1581722112,1541,1,1,0,1,0,224,215,1609,70.69986301,0,32786
1581724635,1542,0,1,1,1,1,222,222,1558,25.17010624,0,14911
1581727158,1543,1,1,0,0,0,222,216,1922,73.08536644,0,40383
1581729681,1544,1,0,1,0,1,231,230,1665,91.82328828,1,31506
1581732204,1545,1,0,1,0,0,223,217,1571,23.99535058,1,3504
1581734727,1546,1,1,1,0,1,235,235,1720,57.8278064,1,42481
1581737250,1547,0,0,0,1,1,231,223,1789,34.03854424,1,13699
1581739773,1548,0,0,1,0,1,225,216,1772,52.5527451,1,7167
1581742296,1549,0,0,0,1,1,237,232,1657,81.03703374,0,14216
1581744819,1550,0,1,1,0,1,235,227,1913,98.16819123,1,10454
1581747342,1551,1,1,1,0,1,229,227,1717,77.64833023,0,20556
1581749865,1552,0,1,1,0,1,232,225,1878,57.84898777,0,2422
1581752388,1553,0,0,1,1,0,225,220,1767,62.98749015,0,48609
1581754911,1554,1,1,1,1,1,230,229,1700,11.6337761,1,17631
1581757433,1555,1,0,0,1,1,226,220,1740,11.03526993,0,34718
1581759956,1556,0,0,0,1,0,230,225,1542,84.1902595,1,38946
1581762479,1557,0,1,1,1,0,227,224,1757,64.02191127,1,6660
1581765002,1558,1,1,0,1,0,227,226,1822,60.78067327,0,25488
1581767525,1559,1,1,0,1,1,235,230,1839,78.67374517,1,5232
1581770048,1560,0,0,1,1,0,230,229,1896,18.08655775,0,20403
1581772571,1561,0,1,1,1,0,239,234,1886,65.64801408,0,40905
1581775094,1562,0,1,0,0,0,221,217,1698,82.36235221,0,17978
1581777617,1563,0,1,0,0,1,221,221,1790,18.01620044,0,23052
1581780140,1564,0,0,0,0,0,232,231,1665,26.9400455,1,35551
1581782663,1565,1,1,0,1,1,234,230,1889,20.77609464,0,30932
1581785186,1566,1,0,0,0,1,228,227,1720,39.26991343,1,41539
1581787709,1567,0,0,1,1,1,237,228,1739,34.57622668,0,29910
1581790232,1568,1,0,1,0,0,232,230,1867,87.74762367,1,32475
1581792754,1569,0,0,0,0,0,227,221,1962,94.136602,1,17392
1581795277,1570,0,0,1,1,0,228,225,1680,69.21845645,0,1100
1581797800,1571,1,1,1,1,0,239,231,1833,77.55754207,1,36584
1581800323,1572,0,0,0,1,0,237,233,1501,67.45570554,1,1156
1581802846,1573,1,1,0,1,1,222,219,1804,65.38583484,0,649
1581805369,1574,0,0,0,1,1,235,230,1923,11.7642465,1,15236
1581807892,1575,1,1,0,0,0,238,234,1526,95.38106555,0,18393
1581810415,1576,1,0,1,1,1,228,225,1690,68.70482877,0,23797
1581812938,1577,0,1,1,0,1,224,219,1873,55.91045373,0,18489
1581815461,1578,1,0,1,0,1,229,223,1787,15.60126071,0,12012
1581817984,1579,0,1,1,1,1,229,225,1579,24.52065518,0,37274
1581820507,1580,0,1,0,0,0,236,227,1981,14.21817398,1,21521
1581823030,1581,1,1,0,1,0,230,227,1934,89.8743617,0,31631
1581825553,1582,0,0,1,0,1,230,226,1501,99.65301363,0,12665
1581828075,1583,1,0,0,1,0,229,223,1512,69.01954356,0,17036
1581830598,1584,0,1,1,1,0,238,234,1753,54.48839302,1,14302
1581833121,1585,1,0,1,0,0,227,218,1829,88.23001555,0,18276
1581835644,1586,1,0,0,0,0,239,237,1650,92.3188445,0,15067
1581838167,1587,1,0,1,1,0,231,228,1850,61.7342243,0,11711
1581840690,1588,1,1,1,1,1,229,229,1879,73.13312067,1,18651
1581843213,1589,1,1,1,0,0,227,220,1892,98.30097687,1,1922
1581845736,1590,0,1,1,1,1,226,220,1698,33.51089389,0,29836
1581848259,1591,1,1,0,1,1,223,219,1621,60.1542265,0,11014
1581850782,1592,0,0,0,1,0,222,222,1769,74.95657649,1,21553
1581853305,1593,1,1,0,0,0,236,231,1971,57.07678025,1,17527
1581855828,1594,0,1,1,0,1,220,211,1756,80.74593465,1,33723
1581858351,1595,0,0,0,1,0,238,235,1699,37.64603336,1,47153
1581860874,1596,0,0,1,1,0,227,218,1741,31.96358792,1,29126
1581863397,1597,1,0,1,1,1,224,222,1535,31.56622076,1,47765
1581865919,1598,0,0,1,1,0,222,219,1641,38.76935032,0,32217
1581868442,1599,1,0,1,1,0,220,215,1747,19.18845363,0,34381
1581870965,1600,0,0,0,0,0,223,214,1741,76.51432881,1,41528
1581873488,1601,0,1,1,0,1,220,218,1652,81.3770171,0,8100
1581876011,1602,1,0,1,1,0,227,227,1958,55.85403846,1,48848
1581878534,1603,0,0,1,1,0,230,225,1870,33.90746641,1,33090
1581881057,1604,1,1,1,0,1,225,219,1534,43.39345789,1,34810
1581883580,1605,0,1,1,1,1,222,215,1722,73.84667288,1,24923
1581886103,1606,0,1,1,1,0,221,218,1676,32.81534596,0,11589
1581888626,1607,0,0,1,0,1,226,223,1756,92.49169894,1,15615
1581891149,1608,1,0,0,1,1,233,228,1839,65.47917761,0,30243
1581893672,1609,0,1,0,0,0,225,219,1628,17.69891738,0,17751
1581896195,1610,1,1,0,1,1,238,238,1525,25.51943516,0,17719
1581898718,1611,1,1,0,1,1,235,233,1864,77.10507452,0,14136
1581901240,1612,1,1,1,0,1,231,227,1595,93.33066977,1,38906
1581903763,1613,1,0,0,1,1,225,219,1567,12.84782682,0,17337
1581906286,1614,0,0,1,1,1,221,214,1583,19.52739247,0,43137
1581908809,1615,0,1,0,1,1,231,231,1900,70.49229249,0,47117
1581911332,1616,1,1,0,1,0,231,223,1970,58.2834253,1,10811
1581913855,1617,1,0,0,1,1,228,225,1626,44.88956645,0,25589
1581916378,1618,0,0,0,0,1,227,221,1882,86.96040252,0,42876
1581918901,1619,1,1,0,1,1,223,218,1831,51.41574514,1,16895
1581921424,1620,0,1,0,1,0,229,227,1803,42.92511153,1,40132
1581923947,1621,1,0,0,0,1,235,233,1755,75.42796188,0,34987
1581926470,1622,1,1,0,1,1,221,220,1626,57.88603398,1,13978
1581928993,1623,0,0,0,0,1,236,236,1906,35.03671889,0,6762
1581931516,1624,1,0,1,1,0,227,225,1843,87.55867774,0,12947
1581934039,1625,0,0,1,0,1,236,233,1830,87.08507693,0,48061
1581936561,1626,1,0,1,0,1,239,236,1984,14.1934749,0,37763
1581939084,1627,1,1,0,1,0,227,218,1765,34.86594541,0,4416
1581941607,1628,1,0,0,0,0,232,228,1952,10.39774832,1,3064
1581944130,1629,1,0,1,0,0,222,218,1504,32.63096011,0,23035
1581946653,1630,0,0,1,0,1,233,231,1942,43.78872357,0,40938
1581949176,1631,1,1,1,0,1,237,234,1604,57.94233002,1,26495
1581951699,1632,0,1,1,1,1,234,232,1793,77.57232954,1,45592
1581954222,1633,0,0,0,1,1,230,227,1631,24.38006078,1,33666
1581956745,1634,1,0,0,0,0,226,224,1965,50.70686739,0,35439
1581959268,1635,1,1,0,0,1,234,232,1918,71.99958665,1,44809
1581961791,1636,0,1,1,1,0,226,224,1732,70.54452784,1,9451
1581964314,1637,0,1,1,0,0,224,223,1682,28.84714663,1,14248
1581966837,1638,1,1,0,1,1,233,229,1758,63.60886124,1,20776
1581969360,1639,1,1,1,0,0,230,230,1969,77.01866946,0,1401
1581971883,1640,1,1,0,0,1,221,215,1988,77.49108262,1,13762
1581974405,1641,0,1,0,0,1,221,219,1606,51.64581037,1,7972
1581976928,1642,0,0,0,1,0,233,224,1614,46.42813819,1,36641
1581979451,1643,0,0,0,1,1,224,219,1654,10.97890066,0,3785
1581981974,1644,1,0,1,0,1,231,231,1755,36.71267152,0,12004
1581984497,1645,0,0,1,0,1,224,216,1829,15.79173538,0,39630
1581987020,1646,0,0,1,1,1,231,224,1867,61.49456453,0,14128
1581989543,1647,1,0,0,1,0,221,214,1577,27.23619939,1,40049
1581992066,1648,0,0,1,1,1,238,230,1858,79.82102095,0,151
1581994589,1649,0,1,0,1,1,220,219,1781,92.08773196,0,42049
1581997112,1650,1,1,0,0,0,224,223,1535,21.54546454,1,17586
1581999635,1651,1,0,1,1,0,225,223,1506,67.92116997,0,43951
1582002158,1652,1,1,0,1,0,231,222,1670,90.64416004,0,34967
1582004681,1653,0,0,1,0,0,221,217,1514,46.38479216,1,7730
1582007204,1654,0,0,1,1,0,235,228,1641,44.64735164,1,34424
1582009726,1655,1,1,0,0,1,229,225,1770,53.10130835,0,11983
1582012249,1656,1,1,0,1,0,239,231,1720,44.26863436,0,16777
1582014772,1657,1,1,1,1,1,234,234,1605,94.75131253,1,44963
1582017295,1658,0,0,0,1,1,233,224,1632,81.64977224,0,5291
1582019818,1659,0,1,0,1,0,222,221,1864,60.40169852,1,21022
1582022341,1660,1,1,1,0,1,222,221,1874,77.23632817,0,27688
1582024864,1661,1,0,1,0,0,223,216,1565,51.88634245,0,18695
1582027387,1662,0,1,0,0,0,221,221,1635,28.1033888,0,41712
1582029910,1663,0,0,0,0,1,225,221,1847,26.54718753,1,33018
1582032433,1664,0,1,0,1,1,233,226,1690,24.27507528,1,31699
1582034956,1665,1,0,0,1,1,225,220,1746,25.76849822,0,34096
1582037479,1666,1,0,1,0,0,239,234,1868,36.35686263,0,3100
1582040002,1667,1,1,0,0,1,237,232,1670,17.36000653,1,30766
1582042525,1668,0,1,0,1,1,234,226,1600,66.25897942,0,33529
1582045048,1669,0,0,0,0,0,227,218,1521,97.11341293,1,10881
1582047570,1670,0,0,0,0,1,224,215,1527,42.64403997,1,48899
1582050093,1671,0,1,0,0,0,221,217,1724,78.13721346,1,24718
1582052616,1672,1,0,1,0,1,226,223,1675,90.51837718,0,2044
1582055139,1673,0,0,0,0,1,227,223,1745,64.29453787,1,9169
1582057662,1674,1,0,0,0,0,233,226,1980,31.11108176,0,18810
1582060185,1675,0,0,0,1,1,229,220,1776,68.40915645,0,48355
1582062708,1676,1,1,0,0,0,239,235,1672,77.85949369,0,25121
1582065231,1677,1,0,0,0,1,224,217,1564,72.11620789,0,44013
1582067754,1678,1,0,1,0,1,229,221,1959,82.55282167,0,11058
1582070277,1679,0,0,1,0,0,237,233,1735,73.81964401,1,4382
1582072800,1680,0,0,0,0,1,225,223,1809,10.91293301,1,40060
1582075323,1681,1,0,0,0,1,232,232,1545,28.12277419,1,29757
1582077846,1682,0,0,0,0,1,236,235,1595,15.82139327,1,24693
1582080369,1683,0,0,0,0,1,228,228,1543,99.23474417,1,305
1582082891,1684,1,0,0,1,0,225,219,1556,34.12922695,0,9738
1582085414,1685,0,0,1,1,1,226,218,1792,77.45713093,0,26512
1582087937,1686,1,0,0,0,0,220,211,1870,99.66593848,1,47379
1582090460,1687,0,1,1,1,1,239,238,1636,96.01120374,0,6158
1582092983,1688,0,0,0,1,1,238,229,1779,30.26339253,1,21602
1582095506,1689,1,1,0,0,0,222,219,1813,64.14091087,1,18525
1582098029,1690,0,0,1,0,0,225,221,1988,23.72551849,1,29592
1582100552,1691,0,1,0,1,1,220,217,1896,22.20124061,1,37829
1582103075,1692,0,1,0,0,0,228,227,1561,85.77856553,1,47918
1582105598,1693,0,0,1,1,1,239,236,1822,59.12595149,1,33681
1582108121,1694,0,1,1,1,1,231,224,1849,57.59040799,0,37554
1582110644,1695,0,0,1,0,0,223,215,1589,90.86812797,1,44619
1582113167,1696,0,1,1,0,0,230,230,1551,65.09598808,0,24558
1582115690,1697,0,0,1,1,0,239,231,1587,75.77945591,1,6901
1582118212,1698,1,1,0,1,0,230,225,1677,37.29235906,1,37530
1582120735,1699,1,1,0,1,1,232,229,1562,93.07078632,0,19583
1582123258,1700,1,1,1,0,1,221,216,1635,84.7177258,1,46198
1582125781,1701,0,1,1,1,1,234,227,1522,74.20471085,0,42597
1582128304,1702,1,1,0,1,1,233,232,1717,23.35979239,1,37440
1582130827,1703,0,1,1,1,1,233,232,1523,31.12606556,0,35805
1582133350,1704,1,0,0,1,0,228,219,1679,89.82040716,0,43414
1582135873,1705,0,0,0,1,1,231,230,1547,90.45134328,0,30007
1582138396,1706,0,1,1,1,0,236,232,1611,74.22521778,1,9299
1582140919,1707,0,0,0,0,0,224,215,1989,62.08866382,1,23699
1582143442,1708,0,0,0,0,1,223,216,1978,16.32772896,0,6229
1582145965,1709,1,0,0,0,0,224,216,1662,44.57115294,0,29271
1582148488,1710,1,1,1,1,1,236,236,1606,66.17890856,0,46584
1582151011,1711,0,0,1,1,0,234,230,1970,53.72807154,1,43733
1582153534,1712,0,0,1,0,1,231,231,1920,77.98839968,0,19442
1582156056,1713,1,0,0,1,0,225,219,1888,77.50230113,1,47736
1582158579,1714,0,0,0,1,1,220,219,1504,40.62612879,1,21040
1582161102,1715,0,0,1,1,1,231,228,1716,47.16070824,1,43870
1582163625,1716,1,1,1,1,0,228,224,1567,16.36741669,1,48525
1582166148,1717,0,0,1,1,0,235,231,1594,73.16124639,0,20367
1582168671,1718,0,0,1,0,1,227,219,1674,59.66940572,0,39067
1582171194,1719,1,0,0,1,1,235,235,1813,21.69428703,1,34903
1582173717,1720,0,1,1,0,1,228,227,1920,15.47006392,0,18676
1582176240,1721,0,0,1,0,0,220,217,1987,92.05124816,1,26566
1582178763,1722,0,0,1,0,1,238,236,1958,97.71059744,1,34236
1582181286,1723,0,0,0,0,1,237,228,1515,78.80192368,0,9296
1582183809,1724,0,1,0,1,0,228,219,1587,90.33433034,0,44258
1582186332,1725,0,1,0,0,0,231,223,1768,83.74136305,0,8536
1582188855,1726,0,0,1,1,1,230,228,1577,52.11912836,0,1971
1582191377,1727,1,0,0,0,0,224,221,1662,19.77323993,1,43975
1582193900,1728,1,1,0,0,0,230,225,1991,62.91124866,1,39729
1582196423,1729,0,0,0,0,0,235,234,1739,28.54575276,0,39249
1582198946,1730,0,1,0,0,0,226,223,1801,81.59218192,0,34268
1582201469,1731,0,0,1,1,0,231,230,1996,49.13634059,1,14143
1582203992,1732,0,0,1,1,0,222,213,1752,44.13564705,1,11218
1582206515,1733,0,0,0,0,1,223,218,1827,47.21171466,1,5294
1582209038,1734,1,0,0,1,0,233,233,1518,65.04031088,1,42978
1582211561,1735,1,0,0,0,1,221,216,1533,43.09707026,1,15376
1582214084,1736,1,0,0,1,1,223,217,1999,28.6851066,0,10847
1582216607,1737,0,1,0,0,1,225,217,1970,40.29814053,1,45454
1582219130,1738,0,0,0,1,1,229,220,1617,14.12900454,0,36147
1582221653,1739,1,1,0,1,1,229,226,1768,52.94990332,0,20967
1582224176,1740,1,0,1,0,0,233,225,1632,37.73161223,1,7924
1582226698,1741,1,0,0,1,0,221,218,1823,97.60990466,1,18847
1582229221,1742,0,1,0,1,1,226,224,1913,18.90052861,0,13239
1582231744,1743,0,0,1,0,1,227,227,1907,11.21241922,1,14816
1582234267,1744,1,1,0,1,1,227,223,1717,53.90717152,0,37858
1582236790,1745,1,1,0,0,1,232,226,1517,76.47484344,1,22150
1582239313,1746,1,1,1,0,1,222,219,1798,32.55359382,0,16902
1582241836,1747,0,1,0,0,0,231,222,1931,40.13801583,1,8011
1582244359,1748,1,1,1,1,1,231,225,1642,85.08248623,1,32355
1582246882,1749,1,1,1,1,0,232,225,1631,74.11231705,0,9460
1582249405,1750,0,1,0,1,0,237,232,1572,51.20433812,0,14414
1582251928,1751,1,0,1,0,0,231,228,1654,66.22294817,1,18953
1582254451,1752,0,1,0,1,1,224,223,1596,50.5626323,1,22401
1582256974,1753,1,1,0,1,1,223,218,1968,16.62100663,1,11817
1582259497,1754,1,0,1,0,1,231,227,1831,67.63054489,1,3160
1582262020,1755,0,1,1,1,1,220,215,1609,28.27648436,1,44467
1582264542,1756,1,1,0,0,1,222,218,1589,17.83334671,0,10313
1582267065,1757,1,0,0,0,0,236,234,1919,89.62638992,0,28639
1582269588,1758,1,1,1,1,0,232,225,1770,73.28619088,1,25540
1582272111,1759,1,1,1,0,1,224,218,1964,45.21161213,0,38008
1582274634,1760,0,1,1,1,1,227,227,1677,66.41111774,1,16164
1582277157,1761,1,1,0,1,0,222,222,1605,35.24636042,1,33980
1582279680,1762,0,0,1,1,1,224,218,1580,43.4964781,0,15811
1582282203,1763,0,1,0,0,1,232,223,1543,36.86669913,1,33520
1582284726,1764,1,0,0,0,1,227,226,1626,13.98982324,1,21063
1582287249,1765,0,0,1,1,1,226,223,1553,74.44655297,0,8129
1582289772,1766,0,1,0,0,0,222,215,1850,12.13949293,1,44382
1582292295,1767,0,1,0,0,1,238,231,1864,11.60822184,0,39788
1582294818,1768,1,0,1,0,1,227,218,1936,13.47605302,1,44172
1582297341,1769,0,1,0,1,1,233,225,1768,26.86537094,0,46607
1582299863,1770,0,0,1,1,1,227,223,1827,52.8035042,1,23375
1582302386,1771,1,1,0,1,1,238,238,1923,71.44215113,1,14964
1582304909,1772,0,1,0,0,1,220,214,1872,41.8899736,1,40379
1582307432,1773,0,1,1,1,1,222,213,1543,76.37154356,0,19855
1582309955,1774,0,1,1,0,1,230,224,1513,25.21133741,1,34999
1582312478,1775,0,1,1,0,0,227,222,1942,46.01167414,1,16159
1582315001,1776,1,0,0,0,1,220,215,1920,96.06426558,1,7407
1582317524,1777,1,1,0,1,1,223,215,1521,77.83507437,0,22253
1582320047,1778,1,0,1,1,0,232,223,1600,64.15341344,1,12230
1582322570,1779,0,0,0,0,1,232,228,1682,50.25471241,1,12375
1582325093,1780,1,1,0,0,0,221,219,1704,58.79336429,1,4819
1582327616,1781,1,1,1,0,1,224,219,1763,85.62179692,0,30244
1582330139,1782,1,1,0,1,0,231,224,1669,57.84489411,0,1328
1582332662,1783,1,0,0,1,0,221,215,1986,40.28033513,0,2789
1582335185,1784,1,1,1,1,1,232,226,1728,11.59086747,1,22211
1582337707,1785,1,1,0,0,1,237,236,1913,25.14121811,1,6075
1582340230,1786,0,0,0,1,0,227,218,1847,35.03333755,1,4053
1582342753,1787,0,1,1,1,0,222,218,1539,15.45441403,1,17941
1582345276,1788,0,0,1,1,1,226,218,1834,98.78441875,1,16985
1582347799,1789,1,0,0,1,1,221,219,1724,15.26164376,1,34230
1582350322,1790,1,1,1,1,0,220,217,1779,98.45249202,1,8633
1582352845,1791,0,0,0,1,1,234,234,1784,36.44096501,0,12103
1582355368,1792,1,1,0,0,1,238,230,1501,40.50236495,1,23636
1582357891,1793,0,0,0,0,1,237,235,1731,30.57649177,0,27260
1582360414,1794,1,0,1,0,0,225,220,1925,75.84958966,0,38570
1582362937,1795,1,0,0,0,1,237,234,1979,85.94348889,0,27693
1582365460,1796,0,0,0,1,1,221,213,1828,24.60048433,0,46470
